IP,Acuracia,TempoReacao,APM,TaxaErros,IPRepetido,JaFoiSuspeito,Inventario,AcoesBots,Classe
192.168.205.35,69,207,86,15,1,1,"Arco, Joia, Botas, Espada",1,Suspeito
192.168.149.129,81,302,95,6,0,1,"Cristal, Lança, Escudo, Adaga",1,Suspeito
192.168.37.160,57,441,150,27,1,1,"Lança, Espada, Luvas, Anel",0,Suspeito
192.168.70.125,91,470,78,43,1,0,"Armadura, Luvas, Espada, Cristal",0,Suspeito
192.168.21.118,61,355,104,34,1,1,"Espada, Elmo, Adaga, Armadura",1,Suspeito
192.168.79.210,83,337,74,15,1,0,"Armadura, Chave, Mapa, Colar",0,Legítimo
192.168.15.107,70,209,77,28,0,1,"Botas, Mapa, Lança, Armadura",1,Suspeito
192.168.117.185,80,464,114,36,0,0,"Elmo, Escudo, Anel, Mapa",0,Legítimo
192.168.147.171,55,203,143,37,0,0,"Luvas, Cristal, Poção, Joia",0,Suspeito
192.168.199.220,50,484,95,33,0,1,"Adaga, Lança, Armadura, Colar",0,Suspeito
192.168.81.138,96,347,122,44,0,0,"Poção, Luvas, Botas, Colar",0,Legítimo
192.168.215.253,63,302,40,44,1,0,"Espada, Arco, Lança, Mapa",0,Suspeito
192.168.227.95,91,478,55,29,0,0,"Arco, Espada, Adaga, Anel",1,Suspeito
192.168.50.125,100,207,90,21,1,0,"Mapa, Lança, Adaga, Chave",0,Legítimo
192.168.190.126,60,375,32,32,1,1,"Colar, Elmo, Mapa, Luvas",0,Suspeito
192.168.124.214,63,365,60,41,0,1,"Anel, Cristal, Martelo, Escudo",1,Suspeito
192.168.93.220,83,266,92,0,0,0,"Colar, Chave, Tomo, Arco",0,Legítimo
192.168.104.84,99,329,31,50,1,0,"Foco, Espada, Elmo, Flecha",0,Suspeito
192.168.116.195,96,396,62,9,1,1,"Espada, Martelo, Luvas, Chave",1,Suspeito
192.168.33.51,75,418,92,23,1,0,"Foco, Chave, Anel, Cristal",1,Suspeito
192.168.243.45,90,200,99,44,1,0,"Mapa, Anel, Colar, Lança",0,Legítimo
192.168.145.148,56,481,142,11,1,0,"Martelo, Adaga, Cristal, Joia",0,Suspeito
192.168.125.165,99,249,108,24,1,1,"Martelo, Botas, Mapa, Joia",1,Suspeito
192.168.59.141,99,270,80,6,1,0,"Flecha, Arco, Cristal, Martelo",0,Legítimo
192.168.95.169,58,279,142,20,1,0,"Espada, Armadura, Colar, Tomo",1,Suspeito
192.168.37.146,65,211,124,9,1,0,"Adaga, Anel, Botas, Arco",1,Suspeito
192.168.48.72,55,237,54,18,0,0,"Botas, Espada, Anel, Elmo",1,Suspeito
192.168.56.47,63,496,45,19,1,1,"Tomo, Cristal, Armadura, Espada",0,Suspeito
192.168.211.73,91,294,111,50,0,0,"Elmo, Cristal, Escudo, Joia",0,Legítimo
192.168.237.248,69,234,97,50,1,0,"Cristal, Colar, Elmo, Anel",1,Suspeito
192.168.146.37,54,232,125,5,0,0,"Lança, Joia, Elmo, Tomo",0,Legítimo
192.168.96.204,67,416,119,37,0,0,"Luvas, Lança, Anel, Tomo",0,Suspeito
192.168.94.23,100,457,105,2,0,1,"Chave, Adaga, Colar, Flecha",1,Suspeito
192.168.142.216,82,277,149,1,0,1,"Poção, Anel, Mapa, Lança",0,Legítimo
192.168.203.45,71,206,94,5,0,0,"Cristal, Luvas, Poção, Armadura",0,Legítimo
192.168.172.57,58,267,43,49,1,0,"Colar, Lança, Arco, Armadura",1,Suspeito
192.168.56.223,100,217,130,47,0,0,"Escudo, Flecha, Armadura, Adaga",0,Legítimo
192.168.64.68,91,231,60,9,0,1,"Flecha, Foco, Colar, Mapa",0,Legítimo
192.168.1.223,64,329,124,8,0,1,"Armadura, Tomo, Flecha, Chave",0,Suspeito
192.168.203.160,53,269,145,12,1,0,"Tomo, Chave, Espada, Botas",1,Suspeito
192.168.192.39,52,355,114,26,0,1,"Botas, Elmo, Flecha, Adaga",0,Suspeito
192.168.117.90,56,276,102,29,0,1,"Colar, Espada, Botas, Poção",0,Suspeito
192.168.24.124,79,483,85,11,0,1,"Poção, Luvas, Elmo, Martelo",1,Suspeito
192.168.235.11,97,472,74,38,1,0,"Martelo, Cristal, Anel, Mapa",1,Suspeito
192.168.75.53,75,370,72,15,0,0,"Martelo, Colar, Flecha, Anel",0,Legítimo
192.168.61.232,92,306,107,47,0,0,"Luvas, Armadura, Anel, Flecha",1,Suspeito
192.168.120.119,72,314,120,33,0,1,"Espada, Flecha, Cristal, Tomo",0,Suspeito
192.168.194.40,86,323,112,22,1,1,"Elmo, Martelo, Espada, Flecha",1,Suspeito
192.168.125.110,87,419,54,40,0,1,"Chave, Luvas, Arco, Flecha",0,Suspeito
192.168.153.255,58,335,89,41,1,0,"Mapa, Arco, Armadura, Luvas",0,Suspeito
192.168.197.102,68,457,125,14,0,0,"Luvas, Anel, Mapa, Arco",1,Suspeito
192.168.212.44,82,484,87,17,0,0,"Colar, Arco, Luvas, Foco",0,Legítimo
192.168.8.53,53,301,94,47,0,1,"Adaga, Tomo, Colar, Poção",0,Suspeito
192.168.87.131,68,368,123,8,0,0,"Colar, Joia, Botas, Arco",0,Suspeito
192.168.157.233,77,228,110,2,0,0,"Poção, Flecha, Escudo, Anel",1,Suspeito
192.168.131.128,100,260,79,23,0,1,"Escudo, Flecha, Martelo, Anel",0,Legítimo
192.168.13.9,74,324,138,40,0,0,"Luvas, Tomo, Espada, Escudo",0,Suspeito
192.168.141.112,91,262,49,39,1,0,"Escudo, Anel, Espada, Cristal",0,Legítimo
192.168.214.41,72,463,150,46,1,0,"Flecha, Joia, Anel, Martelo",0,Suspeito
192.168.7.115,90,247,44,27,0,1,"Chave, Tomo, Botas, Foco",0,Legítimo
192.168.61.13,80,337,31,5,1,1,"Anel, Chave, Armadura, Colar",0,Suspeito
192.168.185.29,95,382,137,30,1,1,"Elmo, Foco, Cristal, Arco",0,Suspeito
192.168.156.72,70,408,59,39,1,0,"Flecha, Elmo, Cristal, Chave",0,Suspeito
192.168.45.97,80,315,118,4,0,1,"Tomo, Chave, Adaga, Escudo",1,Suspeito
192.168.205.100,82,461,128,8,1,1,"Poção, Botas, Elmo, Arco",1,Suspeito
192.168.192.32,71,371,133,0,0,1,"Adaga, Cristal, Armadura, Tomo",1,Suspeito
192.168.198.61,57,332,149,30,1,1,"Colar, Tomo, Joia, Elmo",0,Suspeito
192.168.173.145,54,220,65,45,0,0,"Cristal, Mapa, Botas, Tomo",1,Suspeito
192.168.237.99,50,339,115,34,0,0,"Anel, Luvas, Escudo, Mapa",0,Suspeito
192.168.17.5,94,447,43,50,0,0,"Mapa, Foco, Cristal, Arco",1,Suspeito
192.168.211.134,62,384,79,3,0,1,"Espada, Mapa, Martelo, Flecha",0,Suspeito
192.168.198.60,60,450,132,46,1,1,"Luvas, Martelo, Foco, Anel",0,Suspeito
192.168.88.8,87,348,74,41,0,1,"Tomo, Mapa, Arco, Elmo",0,Suspeito
192.168.246.171,66,235,101,16,1,0,"Anel, Lança, Armadura, Joia",0,Suspeito
192.168.238.68,75,204,90,49,0,0,"Tomo, Martelo, Joia, Chave",1,Suspeito
192.168.156.174,58,291,108,14,0,0,"Botas, Cristal, Escudo, Luvas",1,Suspeito
192.168.81.217,98,410,147,45,1,1,"Colar, Armadura, Arco, Chave",1,Suspeito
192.168.242.226,93,437,36,44,1,0,"Anel, Cristal, Espada, Martelo",1,Suspeito
192.168.189.71,94,289,99,38,0,1,"Mapa, Martelo, Botas, Arco",0,Legítimo
192.168.72.246,70,349,134,28,0,0,"Anel, Joia, Botas, Chave",0,Suspeito
192.168.3.183,88,326,88,6,1,0,"Lança, Joia, Mapa, Espada",1,Suspeito
192.168.181.159,57,323,39,27,0,1,"Lança, Poção, Espada, Joia",1,Suspeito
192.168.253.80,50,269,97,18,1,0,"Armadura, Luvas, Martelo, Espada",1,Suspeito
192.168.87.21,51,241,70,40,1,0,"Adaga, Anel, Tomo, Flecha",0,Suspeito
192.168.113.67,79,259,48,38,0,0,"Flecha, Foco, Elmo, Botas",1,Suspeito
192.168.88.213,73,216,132,46,0,0,"Adaga, Armadura, Lança, Joia",1,Suspeito
192.168.239.48,76,259,93,0,0,1,"Foco, Flecha, Colar, Cristal",0,Legítimo
192.168.95.237,50,202,142,41,0,1,"Espada, Lança, Tomo, Luvas",0,Suspeito
192.168.16.24,71,388,127,47,1,0,"Anel, Botas, Flecha, Espada",0,Suspeito
192.168.42.152,86,295,113,40,1,1,"Mapa, Joia, Poção, Tomo",1,Suspeito
192.168.39.247,72,492,30,6,1,0,"Colar, Arco, Martelo, Joia",0,Suspeito
192.168.114.128,87,258,81,4,1,1,"Chave, Foco, Escudo, Adaga",0,Suspeito
192.168.63.121,61,304,53,1,0,1,"Chave, Colar, Poção, Anel",0,Suspeito
192.168.169.192,91,307,140,32,1,1,"Joia, Armadura, Martelo, Tomo",1,Suspeito
192.168.193.148,80,202,51,32,0,0,"Escudo, Mapa, Elmo, Espada",0,Legítimo
192.168.231.209,60,452,64,50,1,0,"Flecha, Escudo, Lança, Luvas",0,Suspeito
192.168.194.15,62,209,92,20,0,0,"Flecha, Joia, Adaga, Martelo",1,Suspeito
192.168.2.55,82,482,61,16,1,1,"Anel, Tomo, Foco, Poção",1,Suspeito
192.168.170.105,92,468,55,31,1,1,"Joia, Anel, Escudo, Lança",0,Suspeito
192.168.103.226,71,361,102,42,0,0,"Cristal, Elmo, Colar, Luvas",1,Suspeito
192.168.229.232,63,363,40,47,0,1,"Tomo, Martelo, Joia, Flecha",1,Suspeito
192.168.81.177,94,396,37,40,1,0,"Luvas, Elmo, Tomo, Espada",0,Suspeito
192.168.70.49,84,316,75,21,0,0,"Espada, Chave, Martelo, Elmo",0,Legítimo
192.168.48.88,72,394,117,32,1,0,"Cristal, Tomo, Arco, Joia",0,Suspeito
192.168.110.212,74,213,97,43,1,0,"Foco, Luvas, Martelo, Tomo",0,Suspeito
192.168.31.188,60,216,81,25,0,0,"Botas, Flecha, Arco, Armadura",0,Legítimo
192.168.136.74,81,337,98,11,0,1,"Joia, Escudo, Arco, Chave",1,Suspeito
192.168.126.77,68,365,74,8,1,0,"Poção, Luvas, Arco, Botas",0,Suspeito
192.168.153.111,100,467,143,0,0,0,"Martelo, Escudo, Botas, Luvas",1,Suspeito
192.168.42.30,74,231,36,36,0,1,"Tomo, Cristal, Adaga, Anel",0,Suspeito
192.168.140.231,74,447,111,5,1,0,"Cristal, Tomo, Luvas, Adaga",1,Suspeito
192.168.88.187,78,263,137,12,1,1,"Arco, Flecha, Lança, Chave",0,Suspeito
192.168.168.238,96,318,127,15,0,0,"Chave, Botas, Flecha, Escudo",1,Suspeito
192.168.210.145,90,295,52,28,0,1,"Joia, Mapa, Escudo, Tomo",1,Suspeito
192.168.168.230,73,320,65,20,1,1,"Anel, Armadura, Tomo, Botas",1,Suspeito
192.168.102.84,86,245,116,34,1,0,"Chave, Escudo, Elmo, Joia",0,Suspeito
192.168.3.211,79,351,40,2,1,1,"Armadura, Adaga, Elmo, Martelo",1,Suspeito
192.168.205.27,75,441,128,6,0,1,"Martelo, Tomo, Botas, Luvas",1,Suspeito
192.168.148.119,59,332,116,25,1,1,"Flecha, Armadura, Espada, Escudo",1,Suspeito
192.168.31.251,73,347,118,17,1,0,"Elmo, Escudo, Botas, Mapa",0,Suspeito
192.168.55.18,62,455,42,15,1,0,"Poção, Chave, Foco, Luvas",1,Suspeito
192.168.152.189,96,412,116,3,1,1,"Cristal, Joia, Poção, Elmo",0,Suspeito
192.168.9.168,67,347,112,45,0,1,"Escudo, Martelo, Mapa, Tomo",1,Suspeito
192.168.136.27,98,277,130,35,1,0,"Colar, Botas, Chave, Martelo",1,Suspeito
192.168.44.145,77,466,35,6,0,0,"Poção, Chave, Elmo, Espada",0,Suspeito
192.168.76.240,82,373,32,3,0,0,"Poção, Luvas, Botas, Flecha",0,Legítimo
192.168.209.251,77,266,75,49,1,0,"Colar, Foco, Mapa, Adaga",0,Suspeito
192.168.67.248,56,281,48,34,1,0,"Chave, Colar, Flecha, Elmo",1,Suspeito
192.168.110.89,69,441,97,21,1,0,"Adaga, Espada, Elmo, Anel",0,Suspeito
192.168.13.14,55,213,140,35,1,0,"Poção, Foco, Anel, Cristal",0,Suspeito
192.168.177.117,81,498,77,38,0,0,"Mapa, Botas, Anel, Armadura",1,Suspeito
192.168.58.157,72,239,132,39,1,1,"Arco, Poção, Colar, Martelo",0,Suspeito
192.168.65.148,89,439,30,24,0,0,"Chave, Tomo, Arco, Anel",0,Legítimo
192.168.92.211,61,318,50,21,1,0,"Anel, Foco, Adaga, Mapa",1,Suspeito
192.168.210.122,58,348,33,0,0,0,"Mapa, Joia, Espada, Poção",0,Suspeito
192.168.90.93,70,465,69,47,1,1,"Escudo, Elmo, Martelo, Botas",0,Suspeito
192.168.206.84,97,324,139,30,0,1,"Botas, Joia, Mapa, Poção",0,Suspeito
192.168.54.22,86,361,41,10,1,1,"Joia, Adaga, Anel, Tomo",1,Suspeito
192.168.120.123,71,214,103,46,1,0,"Escudo, Mapa, Cristal, Colar",1,Suspeito
192.168.215.57,76,200,84,46,0,1,"Foco, Adaga, Escudo, Poção",0,Suspeito
192.168.98.207,54,273,143,50,1,0,"Armadura, Escudo, Colar, Elmo",0,Suspeito
192.168.211.99,100,404,44,44,1,0,"Foco, Tomo, Arco, Anel",0,Suspeito
192.168.118.78,83,236,55,50,1,1,"Adaga, Foco, Lança, Espada",1,Suspeito
192.168.238.31,64,234,33,12,1,1,"Tomo, Adaga, Colar, Foco",0,Suspeito
192.168.239.175,79,323,82,42,0,1,"Flecha, Espada, Cristal, Mapa",1,Suspeito
192.168.136.9,55,394,63,41,0,1,"Anel, Flecha, Poção, Lança",0,Suspeito
192.168.122.104,99,414,135,11,0,1,"Armadura, Anel, Luvas, Flecha",1,Suspeito
192.168.42.168,58,253,103,5,0,0,"Escudo, Martelo, Chave, Anel",1,Suspeito
192.168.248.144,83,223,104,49,0,0,"Foco, Adaga, Flecha, Arco",1,Suspeito
192.168.183.18,62,483,94,15,1,0,"Tomo, Botas, Lança, Cristal",0,Suspeito
192.168.107.30,86,278,41,44,0,1,"Colar, Espada, Foco, Adaga",1,Suspeito
192.168.157.240,89,456,83,0,0,0,"Martelo, Botas, Luvas, Poção",0,Legítimo
192.168.169.20,84,459,150,1,0,1,"Anel, Armadura, Lança, Escudo",0,Suspeito
192.168.91.141,81,432,131,23,1,0,"Arco, Foco, Armadura, Chave",0,Suspeito
192.168.103.213,95,250,138,12,1,0,"Flecha, Martelo, Elmo, Tomo",1,Suspeito
192.168.208.157,54,447,129,35,0,0,"Escudo, Arco, Lança, Mapa",1,Suspeito
192.168.96.66,66,431,42,28,1,0,"Luvas, Poção, Flecha, Lança",1,Suspeito
192.168.27.91,62,379,57,3,0,1,"Poção, Chave, Anel, Botas",1,Suspeito
192.168.106.173,100,301,30,8,1,0,"Armadura, Botas, Flecha, Elmo",0,Suspeito
192.168.168.18,69,279,66,19,1,0,"Tomo, Poção, Luvas, Colar",1,Suspeito
192.168.101.47,87,236,43,9,0,0,"Poção, Joia, Escudo, Elmo",1,Legítimo
192.168.40.211,84,353,87,40,1,0,"Cristal, Botas, Escudo, Tomo",1,Suspeito
192.168.11.107,60,376,111,21,1,0,"Foco, Arco, Mapa, Adaga",0,Suspeito
192.168.43.225,62,308,135,4,0,0,"Lança, Arco, Colar, Escudo",1,Suspeito
192.168.143.60,64,343,120,24,1,1,"Joia, Cristal, Armadura, Arco",1,Suspeito
192.168.129.187,70,309,143,4,0,0,"Mapa, Luvas, Armadura, Martelo",1,Suspeito
192.168.245.57,61,392,36,6,0,0,"Mapa, Armadura, Escudo, Chave",0,Suspeito
192.168.226.239,51,471,31,12,0,1,"Martelo, Armadura, Arco, Chave",1,Suspeito
192.168.234.163,94,249,110,43,0,0,"Flecha, Cristal, Chave, Espada",1,Suspeito
192.168.161.103,99,314,65,47,0,0,"Mapa, Martelo, Luvas, Armadura",0,Legítimo
192.168.192.136,67,242,60,42,1,1,"Tomo, Flecha, Espada, Mapa",0,Suspeito
192.168.173.110,67,388,70,17,0,0,"Espada, Chave, Arco, Armadura",0,Legítimo
192.168.187.211,50,419,62,13,0,1,"Mapa, Arco, Chave, Anel",1,Suspeito
192.168.38.213,84,480,91,28,1,0,"Martelo, Cristal, Armadura, Elmo",0,Suspeito
192.168.138.216,92,283,83,36,1,1,"Colar, Elmo, Arco, Tomo",0,Suspeito
192.168.110.97,57,486,92,50,1,1,"Mapa, Adaga, Lança, Luvas",1,Suspeito
192.168.234.65,58,219,111,6,1,0,"Botas, Martelo, Joia, Poção",1,Suspeito
192.168.216.124,90,381,76,2,1,0,"Luvas, Mapa, Cristal, Colar",0,Legítimo
192.168.132.79,81,217,60,35,1,0,"Armadura, Elmo, Chave, Foco",0,Legítimo
192.168.147.83,52,469,50,42,1,0,"Colar, Poção, Tomo, Adaga",1,Suspeito
192.168.11.70,81,359,72,43,1,1,"Elmo, Adaga, Cristal, Espada",1,Suspeito
192.168.2.250,65,401,119,34,0,1,"Cristal, Botas, Arco, Foco",0,Suspeito
192.168.247.101,68,450,121,48,0,0,"Armadura, Elmo, Anel, Luvas",1,Suspeito
192.168.186.89,89,245,110,26,1,1,"Lança, Poção, Martelo, Escudo",0,Suspeito
192.168.172.206,91,211,58,46,0,0,"Chave, Anel, Cristal, Elmo",1,Legítimo
192.168.242.103,70,464,101,49,0,1,"Mapa, Botas, Foco, Escudo",0,Suspeito
192.168.200.68,98,294,99,43,1,1,"Botas, Colar, Foco, Espada",0,Suspeito
192.168.253.7,70,238,88,15,1,1,"Foco, Elmo, Flecha, Anel",0,Suspeito
192.168.154.169,89,341,96,10,0,0,"Botas, Colar, Martelo, Joia",0,Legítimo
192.168.176.31,74,380,89,27,1,1,"Botas, Martelo, Mapa, Colar",1,Suspeito
192.168.240.47,95,209,98,23,1,0,"Adaga, Espada, Mapa, Poção",1,Suspeito
192.168.159.57,96,282,116,44,1,1,"Flecha, Poção, Arco, Tomo",1,Suspeito
192.168.79.140,54,209,43,5,1,0,"Luvas, Lança, Flecha, Anel",0,Legítimo
192.168.107.41,97,326,120,13,1,0,"Foco, Chave, Tomo, Arco",0,Suspeito
192.168.44.107,92,469,46,38,1,1,"Chave, Armadura, Adaga, Botas",0,Suspeito
192.168.194.229,90,495,38,4,0,1,"Cristal, Tomo, Luvas, Escudo",0,Suspeito
192.168.22.101,60,391,148,16,1,0,"Adaga, Cristal, Elmo, Joia",1,Suspeito
192.168.26.5,91,248,145,19,1,1,"Poção, Martelo, Joia, Flecha",0,Suspeito
192.168.169.154,93,472,37,31,1,1,"Botas, Colar, Espada, Chave",1,Suspeito
192.168.42.60,64,355,83,8,1,1,"Martelo, Mapa, Espada, Poção",1,Suspeito
192.168.7.213,98,246,52,43,0,1,"Armadura, Foco, Chave, Espada",0,Legítimo
192.168.249.35,52,477,88,22,1,0,"Cristal, Poção, Colar, Tomo",1,Suspeito
192.168.60.222,57,427,130,46,0,1,"Adaga, Flecha, Luvas, Poção",0,Suspeito
192.168.237.108,77,420,145,23,0,0,"Arco, Luvas, Joia, Chave",0,Suspeito
192.168.13.11,79,413,106,14,0,0,"Luvas, Botas, Joia, Adaga",1,Suspeito
192.168.147.101,82,260,72,7,0,1,"Anel, Joia, Flecha, Escudo",0,Legítimo
192.168.8.149,50,263,103,0,1,1,"Cristal, Escudo, Armadura, Martelo",0,Suspeito
192.168.3.201,98,407,67,27,0,1,"Botas, Lança, Arco, Armadura",1,Suspeito
192.168.79.11,52,266,140,5,0,1,"Poção, Luvas, Tomo, Anel",0,Suspeito
192.168.151.102,57,332,135,19,1,1,"Flecha, Luvas, Adaga, Poção",1,Suspeito
192.168.249.139,50,435,97,30,0,0,"Anel, Foco, Joia, Colar",0,Legítimo
192.168.71.181,78,435,69,14,0,1,"Colar, Mapa, Tomo, Chave",0,Suspeito
192.168.70.231,97,336,65,8,0,0,"Escudo, Anel, Tomo, Adaga",1,Legítimo
192.168.96.141,83,438,34,39,0,1,"Arco, Armadura, Elmo, Flecha",1,Suspeito
192.168.13.109,91,452,128,48,0,1,"Armadura, Adaga, Chave, Cristal",0,Suspeito
192.168.213.206,50,397,84,5,0,1,"Mapa, Foco, Martelo, Elmo",0,Suspeito
192.168.58.58,77,268,69,7,1,0,"Escudo, Joia, Foco, Cristal",1,Suspeito
192.168.209.238,73,282,87,48,0,1,"Martelo, Lança, Foco, Tomo",0,Suspeito
192.168.25.115,75,294,129,1,0,1,"Elmo, Foco, Botas, Mapa",1,Suspeito
192.168.87.223,53,235,45,49,1,1,"Botas, Joia, Colar, Tomo",1,Suspeito
192.168.22.54,84,282,133,0,0,0,"Anel, Martelo, Arco, Mapa",1,Legítimo
192.168.192.14,75,263,138,44,1,1,"Foco, Colar, Elmo, Flecha",1,Suspeito
192.168.126.113,89,337,144,15,0,1,"Foco, Escudo, Chave, Armadura",1,Suspeito
192.168.86.101,74,473,78,47,0,1,"Anel, Chave, Escudo, Armadura",1,Suspeito
192.168.136.42,57,231,56,16,1,1,"Foco, Tomo, Lança, Cristal",1,Suspeito
