IP,Inventario,Precisao,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,SusInv,Classe
192.168.19.80,"Lança-granadas, Faca, GranadaFumo, Metralhadora",66,74,41,0,1,1,Suspeito
192.168.213.136,"Torreta, GranadaFumo, Silenciador, GranadaInc",54,50,20,14,0,1,Suspeito
192.168.74.47,"Revólver, GranadaInc, Faca, GranadaFrag",68,336,91,86,0,1,Legítimo
192.168.148.250,"Colete, Mira, Fuzil, Drone",76,125,65,5,0,1,Legítimo
192.168.82.111,"Explosivo, Metralhadora, Espingarda, Fuzil",89,353,140,29,0,1,Suspeito
192.168.190.5,"Drone, Submetralhadora, Fuzil, Revólver",61,331,85,31,0,0,Legítimo
192.168.115.118,"Espingarda, Capacete, Fuzil, Mira",77,183,101,95,0,0,Suspeito
192.168.160.212,"Fuzil, GranadaFumo, GranadaFrag, Faca",65,188,102,80,0,0,Suspeito
192.168.53.67,"Pistola, Colete, Mira, Explosivo",64,177,23,64,0,1,Suspeito
192.168.164.170,"Metralhadora, Explosivo, Lança-granadas, Revólver",80,111,59,21,0,1,Legítimo
192.168.21.169,"Pistola, Revólver, Submetralhadora, GranadaFrag",78,83,52,56,0,0,Legítimo
192.168.195.100,"MedKit, Espingarda, Pistola, GranadaInc",82,237,94,56,0,0,Legítimo
192.168.180.217,"Metralhadora, Torreta, Fuzil, Lança-granadas",52,323,80,22,0,0,Legítimo
192.168.227.236,"Torreta, Espingarda, Revólver, Lança-granadas",67,115,85,2,0,0,Legítimo
192.168.150.210,"Mira, Silenciador, Torreta, GranadaFumo",57,255,144,94,0,1,Suspeito
192.168.173.232,"GranadaFrag, GranadaFumo, Espingarda, Colete",92,237,57,40,0,0,Legítimo
192.168.173.53,"MedKit, Metralhadora, GranadaInc, Sniper",89,104,74,38,0,0,Legítimo
192.168.45.90,"Lança-granadas, Mira, Fuzil, GranadaFumo",77,383,57,39,0,1,Legítimo
192.168.114.253,"GranadaFumo, Capacete, MedKit, Silenciador",99,325,144,60,0,1,Suspeito
192.168.100.238,"Lança-granadas, Torreta, Explosivo, Pistola",62,346,41,24,0,1,Legítimo
192.168.135.225,"Submetralhadora, Explosivo, Metralhadora, Colete",86,352,147,1,0,0,Legítimo
192.168.242.11,"GranadaFrag, Revólver, Lança-granadas, Metralhadora",67,266,121,84,0,0,Legítimo
192.168.123.153,"Fuzil, Torreta, Metralhadora, Lança-granadas",64,283,55,95,0,1,Legítimo
192.168.80.201,"GranadaFumo, Revólver, GranadaFrag, Sniper",47,364,26,96,0,1,Suspeito
192.168.94.99,"Faca, Explosivo, Pistola, Fuzil",53,142,145,14,0,1,Suspeito
192.168.196.60,"Submetralhadora, Explosivo, Colete, GranadaFrag",69,179,28,77,0,0,Suspeito
192.168.238.194,"Revólver, MedKit, Fuzil, Espingarda",68,76,26,86,0,1,Suspeito
192.168.16.121,"Fuzil, Mira, Torreta, Sniper",96,321,110,89,1,0,Suspeito
192.168.217.93,"Explosivo, GranadaFumo, Lança-granadas, Fuzil",81,306,44,41,0,0,Legítimo
192.168.47.73,"Revólver, Fuzil, MedKit, Capacete",93,159,138,31,0,1,Suspeito
192.168.101.80,"Lança-granadas, Mira, Submetralhadora, Capacete",58,356,70,51,0,1,Legítimo
192.168.16.130,"Fuzil, Faca, Explosivo, Lança-granadas",81,157,74,19,0,1,Suspeito
192.168.2.228,"Metralhadora, Fuzil, Colete, Pistola",67,251,134,7,0,1,Legítimo
192.168.242.42,"Submetralhadora, GranadaFumo, Drone, Capacete",65,396,27,82,0,0,Legítimo
192.168.232.122,"Sniper, Lança-granadas, GranadaInc, Silenciador",91,368,97,28,0,0,Legítimo
192.168.130.158,"Sniper, Metralhadora, Submetralhadora, Revólver",48,131,35,11,0,0,Legítimo
192.168.218.223,"Colete, MedKit, Explosivo, GranadaFumo",62,337,103,21,0,1,Legítimo
192.168.35.82,"Torreta, Revólver, Sniper, Mira",43,322,50,37,0,0,Legítimo
192.168.223.185,"Faca, Sniper, Metralhadora, Mira",79,79,118,26,1,0,Suspeito
192.168.54.242,"GranadaFumo, Sniper, Faca, Capacete",53,84,33,95,0,0,Suspeito
192.168.209.20,"Revólver, Drone, Fuzil, GranadaFrag",63,195,77,91,0,0,Legítimo
192.168.92.20,"Espingarda, Sniper, Drone, Revólver",66,146,48,57,0,0,Legítimo
192.168.154.180,"Fuzil, Sniper, Torreta, Submetralhadora",71,369,88,56,0,1,Legítimo
192.168.146.240,"GranadaFrag, Submetralhadora, Pistola, GranadaInc",84,267,35,43,0,1,Suspeito
192.168.4.20,"MedKit, GranadaFrag, Capacete, Pistola",49,94,50,81,1,1,Suspeito
192.168.222.136,"Capacete, MedKit, Fuzil, Drone",70,73,60,7,0,1,Legítimo
192.168.171.207,"Metralhadora, Silenciador, Espingarda, Submetralhadora",94,93,56,80,0,0,Suspeito
192.168.146.219,"GranadaFumo, Drone, Faca, Torreta",80,65,38,68,0,0,Legítimo
192.168.33.200,"GranadaInc, Torreta, Capacete, Metralhadora",57,281,85,31,0,0,Legítimo
192.168.93.39,"Pistola, Silenciador, Explosivo, Submetralhadora",49,146,37,7,0,0,Legítimo
192.168.29.93,"GranadaFrag, Faca, Espingarda, Capacete",41,329,92,76,0,1,Legítimo
192.168.141.123,"Silenciador, Metralhadora, Sniper, Explosivo",65,327,38,5,0,0,Legítimo
192.168.1.148,"Lança-granadas, Capacete, Explosivo, Colete",100,230,103,87,0,0,Suspeito
192.168.247.106,"Capacete, Mira, Silenciador, Metralhadora",94,176,55,99,0,0,Suspeito
192.168.131.7,"Colete, Revólver, Capacete, Fuzil",85,119,25,48,0,1,Suspeito
192.168.101.122,"GranadaFrag, Capacete, Revólver, GranadaInc",50,237,67,50,0,1,Legítimo
192.168.65.205,"Sniper, GranadaInc, Revólver, Drone",97,123,23,22,0,1,Suspeito
192.168.240.76,"Sniper, Faca, GranadaInc, GranadaFumo",61,157,36,67,1,0,Suspeito
192.168.64.153,"MedKit, Colete, Pistola, Fuzil",91,92,51,45,0,0,Legítimo
192.168.61.230,"Fuzil, Mira, Espingarda, GranadaFumo",74,144,107,28,0,0,Legítimo
192.168.32.1,"Torreta, GranadaFumo, Explosivo, Submetralhadora",89,134,82,84,0,1,Suspeito
192.168.230.243,"Explosivo, Colete, Revólver, Torreta",74,160,42,52,0,0,Legítimo
192.168.136.7,"Pistola, Metralhadora, GranadaInc, Fuzil",66,79,91,63,0,0,Legítimo
192.168.1.14,"Faca, Lança-granadas, Colete, Revólver",78,131,27,100,0,0,Suspeito
192.168.228.117,"Torreta, Espingarda, GranadaFumo, Fuzil",59,246,144,84,0,0,Legítimo
192.168.91.96,"MedKit, GranadaInc, Silenciador, Metralhadora",65,116,127,83,0,0,Suspeito
192.168.216.167,"Submetralhadora, Explosivo, Pistola, Fuzil",93,264,144,34,0,0,Legítimo
192.168.68.70,"Explosivo, Colete, Drone, GranadaFumo",64,108,136,68,0,0,Legítimo
192.168.10.128,"Colete, MedKit, Drone, Metralhadora",58,393,27,68,0,1,Legítimo
192.168.55.161,"Fuzil, Metralhadora, Colete, Submetralhadora",60,119,63,10,0,0,Legítimo
192.168.85.202,"GranadaFrag, Sniper, MedKit, Torreta",84,333,36,48,0,0,Legítimo
192.168.159.135,"Revólver, Lança-granadas, Drone, GranadaFumo",61,107,93,46,0,1,Legítimo
192.168.252.56,"Mira, Silenciador, GranadaFumo, Drone",67,165,75,66,0,1,Legítimo
192.168.114.230,"MedKit, Drone, Pistola, GranadaFumo",43,236,67,4,0,1,Legítimo
192.168.163.130,"MedKit, Faca, Revólver, Silenciador",97,239,26,4,0,1,Suspeito
192.168.223.106,"Espingarda, GranadaFrag, Pistola, Drone",63,248,92,2,0,0,Legítimo
192.168.251.127,"Capacete, Espingarda, Silenciador, Explosivo",50,234,36,55,0,1,Legítimo
192.168.30.109,"Capacete, Faca, Drone, GranadaFrag",98,279,116,100,0,0,Suspeito
192.168.156.209,"Espingarda, Explosivo, Submetralhadora, Torreta",84,76,78,0,0,1,Suspeito
192.168.121.143,"Drone, Explosivo, Faca, Fuzil",93,73,127,68,0,1,Suspeito
192.168.215.207,"MedKit, GranadaInc, Drone, Metralhadora",63,358,65,77,0,1,Legítimo
192.168.51.133,"Mira, Revólver, Explosivo, Lança-granadas",60,176,30,8,0,1,Suspeito
192.168.210.51,"Fuzil, Metralhadora, Sniper, Submetralhadora",85,311,48,83,0,0,Legítimo
192.168.27.171,"Metralhadora, Espingarda, Drone, GranadaInc",91,224,132,62,0,1,Suspeito
192.168.101.190,"Submetralhadora, GranadaFumo, GranadaFrag, Lança-granadas",43,72,61,78,0,1,Suspeito
192.168.178.23,"Explosivo, Fuzil, Revólver, MedKit",79,373,87,44,0,0,Legítimo
192.168.127.238,"Metralhadora, Explosivo, MedKit, Submetralhadora",59,107,54,39,0,0,Legítimo
192.168.25.251,"MedKit, Lança-granadas, Explosivo, Revólver",83,177,137,45,0,0,Suspeito
192.168.209.187,"Fuzil, Lança-granadas, Mira, GranadaFumo",72,254,87,16,0,1,Legítimo
192.168.173.92,"Espingarda, Drone, Torreta, GranadaFrag",72,220,71,0,0,1,Legítimo
192.168.247.166,"Submetralhadora, Drone, GranadaFumo, GranadaInc",86,388,113,61,0,1,Suspeito
192.168.21.69,"Metralhadora, Drone, GranadaFumo, Fuzil",89,219,35,97,0,1,Suspeito
192.168.82.198,"Metralhadora, Faca, Sniper, GranadaFumo",96,182,148,19,0,0,Suspeito
192.168.179.19,"Submetralhadora, GranadaFumo, MedKit, Capacete",83,325,106,6,0,1,Suspeito
192.168.7.113,"Silenciador, Pistola, Faca, Mira",59,365,90,50,0,0,Legítimo
192.168.228.199,"Drone, Revólver, Espingarda, Submetralhadora",66,175,63,68,0,0,Legítimo
192.168.51.76,"Torreta, GranadaFrag, Metralhadora, GranadaInc",84,329,46,27,0,1,Legítimo
192.168.105.216,"Explosivo, GranadaInc, Mira, Metralhadora",75,76,143,84,0,1,Suspeito
192.168.71.57,"Fuzil, Capacete, Colete, Espingarda",52,226,99,14,0,1,Legítimo
192.168.95.163,"GranadaFrag, GranadaFumo, MedKit, Torreta",88,334,54,18,0,1,Legítimo
192.168.9.122,"Sniper, Capacete, Drone, Mira",62,216,69,85,0,1,Legítimo
192.168.40.187,"Faca, Explosivo, Mira, Colete",63,202,69,71,0,1,Legítimo
192.168.236.114,"Metralhadora, Faca, Torreta, Mira",58,111,70,100,1,0,Suspeito
192.168.45.219,"Pistola, Drone, GranadaInc, Explosivo",57,330,58,32,0,1,Legítimo
192.168.166.44,"Colete, Lança-granadas, Faca, GranadaFumo",56,370,40,60,0,1,Legítimo
192.168.248.37,"Metralhadora, Lança-granadas, Fuzil, GranadaInc",74,217,97,23,0,0,Legítimo
192.168.147.163,"Submetralhadora, Fuzil, MedKit, Explosivo",88,362,138,17,0,0,Legítimo
192.168.141.122,"Submetralhadora, Espingarda, Silenciador, MedKit",83,178,115,77,0,0,Suspeito
192.168.251.7,"GranadaInc, Espingarda, Fuzil, Silenciador",53,197,43,45,0,0,Legítimo
192.168.241.199,"Revólver, GranadaInc, Submetralhadora, GranadaFrag",79,119,70,80,0,1,Suspeito
192.168.127.228,"Pistola, Espingarda, Metralhadora, Mira",77,237,46,72,0,1,Legítimo
192.168.71.85,"Capacete, Colete, Silenciador, Submetralhadora",55,291,44,40,0,0,Legítimo
192.168.8.155,"Faca, Submetralhadora, GranadaFumo, Capacete",57,55,81,25,0,1,Legítimo
192.168.147.131,"GranadaFumo, Submetralhadora, Lança-granadas, Pistola",44,160,114,4,0,0,Legítimo
192.168.94.154,"Drone, Pistola, GranadaFrag, Capacete",67,379,125,83,0,0,Legítimo
192.168.250.112,"Faca, Mira, Colete, MedKit",54,257,131,52,0,0,Legítimo
192.168.39.57,"Capacete, Espingarda, Torreta, MedKit",53,55,42,14,0,1,Legítimo
192.168.241.21,"Colete, Torreta, Revólver, GranadaInc",77,69,126,46,0,1,Suspeito
192.168.226.170,"Lança-granadas, MedKit, GranadaFumo, Sniper",84,172,29,71,0,1,Suspeito
192.168.34.17,"Pistola, Lança-granadas, Torreta, Explosivo",88,247,28,53,0,0,Legítimo
192.168.108.168,"Metralhadora, Fuzil, Lança-granadas, Pistola",48,291,139,68,0,1,Legítimo
192.168.10.111,"Sniper, Drone, Torreta, Explosivo",69,185,65,86,0,1,Suspeito
192.168.245.196,"GranadaInc, Espingarda, Colete, GranadaFumo",59,188,52,18,0,1,Legítimo
192.168.3.182,"Faca, Submetralhadora, Explosivo, Lança-granadas",46,50,53,4,0,0,Legítimo
192.168.40.180,"Silenciador, Sniper, Colete, GranadaFrag",100,87,53,93,1,0,Suspeito
192.168.171.12,"GranadaFrag, Espingarda, Silenciador, Sniper",90,137,38,63,0,0,Suspeito
192.168.48.105,"Mira, GranadaFrag, Silenciador, Drone",81,267,131,88,0,0,Suspeito
192.168.44.109,"GranadaFrag, Submetralhadora, Metralhadora, GranadaFumo",58,207,132,40,0,1,Legítimo
192.168.184.190,"Colete, Pistola, Silenciador, Torreta",55,179,41,0,0,0,Legítimo
192.168.106.2,"Lança-granadas, Silenciador, Espingarda, Explosivo",76,205,98,34,0,0,Legítimo
192.168.31.61,"Lança-granadas, Fuzil, Revólver, Capacete",61,148,86,78,0,0,Legítimo
192.168.247.141,"Revólver, Lança-granadas, Colete, Explosivo",42,244,70,91,0,0,Legítimo
192.168.96.134,"Silenciador, Torreta, Revólver, MedKit",84,111,111,18,0,1,Suspeito
192.168.15.219,"Explosivo, Revólver, GranadaFrag, Colete",47,365,46,82,0,0,Legítimo
192.168.129.169,"MedKit, Pistola, Silenciador, GranadaInc",43,347,32,83,0,1,Suspeito
192.168.77.154,"Drone, Capacete, Fuzil, Pistola",82,126,104,97,0,1,Suspeito
192.168.242.78,"GranadaFrag, Torreta, Submetralhadora, Lança-granadas",88,174,143,81,0,1,Suspeito
192.168.209.53,"Revólver, Explosivo, Sniper, Drone",71,359,38,19,0,1,Legítimo
192.168.212.15,"Sniper, Espingarda, MedKit, Pistola",82,359,85,59,0,1,Legítimo
192.168.242.169,"Faca, Silenciador, Explosivo, GranadaInc",57,108,42,63,0,1,Legítimo
192.168.148.106,"GranadaFrag, Faca, Sniper, Pistola",50,258,65,92,0,0,Legítimo
192.168.89.216,"Colete, Capacete, Submetralhadora, Metralhadora",86,308,101,74,0,1,Suspeito
192.168.208.96,"GranadaFumo, MedKit, Metralhadora, Explosivo",87,187,125,53,0,0,Suspeito
192.168.52.172,"Sniper, GranadaFumo, Fuzil, Faca",85,358,41,67,0,0,Legítimo
192.168.44.29,"Mira, Torreta, Faca, Metralhadora",89,314,111,1,0,0,Legítimo
192.168.136.255,"Metralhadora, Mira, Espingarda, Drone",61,144,53,17,0,1,Legítimo
192.168.87.241,"Capacete, Faca, Metralhadora, GranadaFrag",41,156,50,59,0,1,Legítimo
192.168.245.76,"Faca, GranadaInc, MedKit, Capacete",97,211,123,42,0,0,Legítimo
192.168.158.5,"Faca, Drone, Submetralhadora, Capacete",48,187,82,59,0,0,Legítimo
192.168.34.107,"MedKit, Mira, Explosivo, Colete",76,139,86,79,0,1,Suspeito
192.168.151.117,"Lança-granadas, Revólver, Torreta, Capacete",86,286,113,98,0,0,Suspeito
192.168.58.146,"Mira, Revólver, Silenciador, Espingarda",95,329,58,25,0,1,Legítimo
192.168.174.60,"Torreta, Revólver, Mira, Espingarda",80,310,67,60,0,0,Legítimo
192.168.65.17,"GranadaFumo, Revólver, Explosivo, Submetralhadora",77,278,28,61,0,0,Legítimo
192.168.166.207,"Submetralhadora, Explosivo, Revólver, GranadaInc",54,182,84,2,1,0,Legítimo
192.168.111.18,"Espingarda, Faca, Torreta, Sniper",98,267,150,63,0,1,Suspeito
192.168.247.181,"Explosivo, Mira, Torreta, MedKit",58,372,92,33,0,1,Legítimo
192.168.34.68,"Capacete, Torreta, GranadaFrag, Mira",41,151,90,70,0,1,Legítimo
192.168.149.175,"Explosivo, Fuzil, GranadaFrag, Torreta",80,393,69,47,0,0,Legítimo
192.168.244.41,"Fuzil, Colete, Torreta, Mira",63,310,112,5,0,0,Legítimo
192.168.90.226,"Fuzil, Revólver, Explosivo, Colete",59,226,122,32,0,1,Legítimo
192.168.135.44,"Mira, Lança-granadas, Faca, Espingarda",44,134,41,96,0,0,Legítimo
192.168.179.205,"MedKit, Submetralhadora, Explosivo, Colete",71,145,58,68,0,0,Legítimo
192.168.74.139,"Capacete, Lança-granadas, GranadaInc, Pistola",75,306,55,39,0,0,Legítimo
192.168.215.203,"Fuzil, Metralhadora, Colete, MedKit",82,382,79,71,0,0,Legítimo
192.168.49.130,"Sniper, GranadaFumo, Silenciador, Metralhadora",50,201,78,44,0,1,Legítimo
192.168.41.190,"Silenciador, MedKit, GranadaInc, Sniper",86,124,44,98,0,1,Suspeito
192.168.54.128,"Fuzil, Capacete, Revólver, GranadaFrag",54,100,101,96,0,0,Suspeito
192.168.14.194,"Submetralhadora, GranadaFumo, Silenciador, Pistola",90,343,21,23,0,1,Suspeito
192.168.99.130,"Mira, Silenciador, GranadaFumo, Capacete",40,73,26,11,0,1,Suspeito
192.168.43.107,"Revólver, Faca, Espingarda, Silenciador",66,130,63,87,0,1,Suspeito
192.168.167.177,"Explosivo, Submetralhadora, Espingarda, Metralhadora",84,199,60,45,0,0,Legítimo
192.168.131.119,"GranadaFumo, Espingarda, Submetralhadora, MedKit",78,301,44,39,0,1,Legítimo
192.168.223.127,"MedKit, Sniper, Capacete, Submetralhadora",89,266,106,87,1,1,Suspeito
192.168.180.74,"Revólver, Lança-granadas, GranadaInc, Submetralhadora",59,72,71,44,0,1,Legítimo
192.168.247.56,"Capacete, Revólver, Sniper, GranadaInc",99,114,89,7,0,1,Suspeito
192.168.129.25,"Capacete, Torreta, Explosivo, Revólver",44,101,132,92,0,0,Suspeito
192.168.158.107,"Revólver, Torreta, Metralhadora, Espingarda",58,52,101,40,0,0,Legítimo
192.168.204.110,"GranadaFumo, Sniper, Metralhadora, GranadaFrag",43,99,103,96,0,1,Suspeito
192.168.183.47,"GranadaFumo, Espingarda, Revólver, Fuzil",82,266,29,32,0,0,Legítimo
192.168.43.71,"Capacete, GranadaFumo, Silenciador, Lança-granadas",69,364,56,94,0,0,Legítimo
192.168.240.45,"Lança-granadas, MedKit, Drone, Silenciador",69,345,72,45,0,0,Legítimo
192.168.199.122,"Submetralhadora, Drone, Pistola, Metralhadora",50,198,54,27,0,0,Legítimo
192.168.109.123,"Sniper, MedKit, Faca, Mira",99,168,128,27,0,1,Suspeito
192.168.78.29,"Fuzil, Drone, Lança-granadas, GranadaFumo",87,349,36,63,0,0,Legítimo
192.168.106.224,"GranadaFrag, Silenciador, Revólver, Lança-granadas",45,362,68,52,0,0,Legítimo
192.168.149.23,"Revólver, GranadaFumo, Metralhadora, Capacete",92,116,75,41,0,1,Suspeito
192.168.144.254,"Submetralhadora, MedKit, Metralhadora, Capacete",48,54,97,72,0,1,Suspeito
192.168.138.239,"Revólver, Colete, Metralhadora, Mira",53,121,71,66,0,1,Legítimo
192.168.204.34,"Colete, GranadaFrag, Torreta, Lança-granadas",88,354,74,70,0,1,Legítimo
192.168.101.85,"Pistola, Sniper, Silenciador, Submetralhadora",98,148,140,67,0,1,Suspeito
192.168.52.82,"Silenciador, Capacete, Revólver, MedKit",98,89,59,2,0,0,Legítimo
192.168.42.66,"Metralhadora, Colete, GranadaFrag, Explosivo",68,252,53,35,1,1,Legítimo
192.168.172.205,"Pistola, GranadaInc, Faca, Espingarda",49,92,102,8,0,0,Legítimo
192.168.58.65,"Mira, Metralhadora, Torreta, Revólver",95,276,76,63,0,0,Legítimo
192.168.135.194,"Fuzil, Pistola, GranadaInc, GranadaFrag",42,111,28,20,0,0,Legítimo
192.168.138.127,"Lança-granadas, Sniper, GranadaInc, Torreta",72,353,150,73,0,1,Suspeito
192.168.39.148,"Pistola, Silenciador, GranadaFumo, Drone",82,338,113,47,0,0,Legítimo
192.168.155.244,"Espingarda, Capacete, MedKit, GranadaFrag",70,115,99,70,0,0,Legítimo
192.168.35.164,"Colete, Lança-granadas, Sniper, Explosivo",60,104,47,17,0,0,Legítimo
192.168.209.32,"Fuzil, Submetralhadora, Sniper, Silenciador",96,262,58,20,0,1,Legítimo
192.168.142.229,"MedKit, Explosivo, Submetralhadora, Revólver",61,108,40,63,1,0,Legítimo
192.168.151.26,"GranadaInc, Lança-granadas, Revólver, Drone",64,386,94,13,0,1,Legítimo
192.168.15.148,"Espingarda, Pistola, Colete, Lança-granadas",58,268,98,87,0,1,Legítimo
192.168.149.212,"MedKit, Espingarda, GranadaFrag, Faca",51,373,49,72,0,1,Legítimo
192.168.140.134,"Sniper, Silenciador, Metralhadora, Lança-granadas",47,68,68,76,1,1,Suspeito
192.168.83.244,"GranadaFrag, Faca, Torreta, Metralhadora",73,111,56,69,1,1,Suspeito
192.168.28.154,"Metralhadora, Torreta, Silenciador, Fuzil",45,368,84,29,0,0,Legítimo
192.168.199.20,"GranadaFrag, Sniper, Fuzil, Pistola",56,144,63,41,0,1,Legítimo
192.168.180.182,"Fuzil, Lança-granadas, Submetralhadora, Explosivo",70,176,72,30,0,1,Legítimo
192.168.161.50,"Espingarda, Capacete, GranadaFumo, Metralhadora",64,349,89,40,0,0,Legítimo
192.168.246.243,"Explosivo, Fuzil, Torreta, Silenciador",41,69,150,35,0,0,Legítimo
192.168.222.28,"Faca, GranadaInc, Colete, Fuzil",80,196,143,34,0,1,Suspeito
192.168.80.169,"GranadaFrag, Mira, Sniper, GranadaInc",69,107,77,48,0,1,Legítimo
192.168.200.36,"Torreta, Drone, GranadaInc, Mira",66,115,68,89,0,0,Legítimo
192.168.42.252,"Capacete, MedKit, Mira, Explosivo",70,260,65,95,0,1,Legítimo
192.168.77.149,"GranadaFrag, Mira, Espingarda, Torreta",89,241,26,51,0,0,Legítimo
192.168.107.52,"Espingarda, Revólver, Submetralhadora, GranadaFumo",59,361,102,69,1,0,Legítimo
192.168.49.103,"Espingarda, Explosivo, Revólver, Faca",79,144,30,77,0,1,Suspeito
192.168.19.226,"Mira, GranadaFumo, Submetralhadora, Pistola",56,133,81,95,0,1,Suspeito
192.168.183.14,"Drone, Mira, Submetralhadora, Silenciador",62,325,116,31,0,0,Legítimo
192.168.245.2,"Metralhadora, Revólver, Mira, Torreta",60,289,76,35,0,1,Legítimo
192.168.93.213,"Revólver, Colete, Faca, GranadaFumo",85,230,89,56,1,1,Suspeito
192.168.227.227,"Submetralhadora, GranadaFrag, MedKit, Mira",49,257,43,0,0,0,Legítimo
192.168.153.8,"Lança-granadas, GranadaInc, GranadaFumo, Explosivo",58,270,81,75,0,0,Legítimo
192.168.185.88,"Fuzil, GranadaInc, Sniper, Silenciador",42,371,26,79,0,1,Suspeito
192.168.27.108,"Sniper, Faca, Drone, Fuzil",72,314,72,80,0,1,Legítimo
192.168.6.8,"Revólver, Sniper, Torreta, Explosivo",57,256,98,39,0,1,Legítimo
192.168.51.136,"Faca, Fuzil, Colete, Explosivo",90,209,126,82,0,1,Suspeito
192.168.237.67,"MedKit, Sniper, Drone, Colete",94,367,70,74,0,1,Suspeito
192.168.9.251,"Sniper, MedKit, Capacete, Faca",94,148,96,15,0,1,Suspeito
192.168.31.125,"GranadaFrag, Fuzil, Drone, Revólver",93,359,22,1,0,1,Suspeito
192.168.127.185,"Torreta, Mira, Silenciador, Metralhadora",69,191,111,63,1,0,Suspeito
192.168.194.102,"Colete, GranadaInc, GranadaFrag, Fuzil",71,161,97,19,0,0,Legítimo
192.168.91.143,"Torreta, GranadaInc, Lança-granadas, Mira",70,218,134,100,0,1,Suspeito
192.168.123.250,"GranadaFrag, Espingarda, Sniper, Pistola",92,389,61,67,0,0,Legítimo
192.168.8.197,"Silenciador, Revólver, Sniper, Explosivo",40,266,97,81,0,1,Legítimo
192.168.187.110,"GranadaFumo, Colete, GranadaFrag, GranadaInc",86,304,143,53,0,1,Suspeito
192.168.164.187,"Fuzil, Lança-granadas, Silenciador, Revólver",52,51,57,66,0,1,Legítimo
192.168.45.176,"Mira, Espingarda, Colete, Sniper",76,233,102,49,0,1,Legítimo
192.168.240.112,"Explosivo, Colete, Sniper, Revólver",57,232,115,23,0,0,Legítimo
192.168.217.85,"GranadaInc, Faca, Metralhadora, GranadaFrag",95,357,111,86,0,1,Suspeito
192.168.229.159,"GranadaFrag, Faca, Revólver, Submetralhadora",63,371,52,77,0,0,Legítimo
192.168.167.79,"GranadaInc, GranadaFrag, Drone, Capacete",56,262,66,75,0,1,Legítimo
192.168.213.237,"GranadaFumo, Silenciador, Sniper, Pistola",84,387,95,60,0,0,Legítimo
192.168.22.210,"GranadaFrag, Espingarda, Silenciador, MedKit",57,217,57,79,0,1,Legítimo
192.168.105.86,"Silenciador, Lança-granadas, Drone, Fuzil",44,170,145,67,0,1,Suspeito
192.168.146.53,"Capacete, Mira, Explosivo, Torreta",78,309,53,52,0,1,Legítimo
192.168.20.222,"Pistola, MedKit, Drone, Sniper",60,180,86,30,0,0,Legítimo
192.168.167.14,"Revólver, Silenciador, Espingarda, GranadaInc",93,196,125,78,0,0,Suspeito
192.168.60.63,"Pistola, Faca, Explosivo, Espingarda",70,290,60,90,0,1,Legítimo
