IP,Inventario,Acuracia,TempoReacao,APM,TaxaHeadshots,JaFoiSuspeito,IPRepetido,SusInv,Classe
192.168.90.106,"Mira, Revólver, GranadaFrag, Explosivo",68,132,126,89,0,1,0,Suspeito
192.168.148.202,"Drone, GranadaFumo, Sniper, Explosivo",88,225,146,9,0,0,0,Legítimo
192.168.99.144,"Faca, Submetralhadora, Colete, Mira",66,130,80,22,0,1,0,Legítimo
192.168.62.150,"Espingarda, Sniper, Pistola, Silenciador",65,347,76,82,0,0,0,Legítimo
192.168.170.11,"GranadaFrag, MedKit, Drone, Torreta",91,182,31,41,0,0,0,Suspeito
192.168.13.222,"Drone, Submetralhadora, Fuzil, Silenciador",55,258,85,85,0,0,0,Legítimo
192.168.85.65,"Pistola, MedKit, Explosivo, Submetralhadora",41,137,144,81,0,0,0,Suspeito
192.168.144.210,"Torreta, GranadaInc, Silenciador, Metralhadora",63,331,78,43,0,0,0,Legítimo
192.168.70.133,"Sniper, MedKit, Mira, Pistola",63,178,131,2,0,0,0,Legítimo
192.168.158.9,"Fuzil, Capacete, Explosivo, Sniper",70,279,129,0,0,0,0,Legítimo
192.168.105.193,"GranadaFumo, Metralhadora, MedKit, Espingarda",89,104,73,82,0,0,0,Suspeito
192.168.243.71,"GranadaFrag, Mira, Fuzil, Capacete",43,298,52,9,0,0,0,Legítimo
192.168.160.236,"GranadaFrag, Metralhadora, Submetralhadora, Espingarda",90,268,135,30,0,0,0,Legítimo
192.168.215.154,"Fuzil, Faca, Colete, Pistola",40,273,59,14,0,1,0,Legítimo
192.168.205.207,"Mira, Revólver, Espingarda, Faca",45,172,110,95,0,0,0,Suspeito
192.168.198.163,"Faca, Sniper, Explosivo, Torreta",43,377,130,33,0,0,0,Legítimo
192.168.45.234,"Drone, Pistola, Sniper, Colete",48,309,98,6,0,0,0,Legítimo
192.168.1.136,"Torreta, MedKit, Revólver, Sniper",74,192,122,69,0,0,0,Legítimo
192.168.158.11,"Metralhadora, Sniper, Capacete, GranadaInc",52,233,83,28,0,0,0,Legítimo
192.168.100.236,"Revólver, Submetralhadora, Fuzil, Explosivo",77,256,121,30,0,0,0,Legítimo
192.168.191.14,"Explosivo, Torreta, MedKit, Fuzil",88,145,128,20,0,0,0,Suspeito
192.168.54.44,"Drone, GranadaInc, Pistola, GranadaFumo",60,155,93,38,0,0,0,Legítimo
192.168.74.126,"Drone, Mira, GranadaFumo, GranadaFrag",70,354,56,80,0,0,0,Legítimo
192.168.105.153,"Fuzil, MedKit, Pistola, Revólver",86,66,57,68,1,0,0,Suspeito
192.168.4.175,"Metralhadora, Colete, Mira, Revólver",47,74,127,92,0,0,0,Suspeito
192.168.201.57,"Espingarda, GranadaInc, Pistola, Drone",88,251,69,61,0,0,0,Legítimo
192.168.206.131,"Sniper, Pistola, Fuzil, GranadaFrag",41,388,78,70,0,0,0,Legítimo
192.168.17.2,"Fuzil, Metralhadora, Silenciador, Explosivo",95,290,124,37,1,1,0,Suspeito
192.168.161.13,"Capacete, Faca, Colete, Espingarda",77,324,141,29,0,1,0,Legítimo
192.168.199.125,"Sniper, Espingarda, Lança-granadas, Drone",41,112,33,48,0,0,0,Legítimo
192.168.34.25,"Capacete, Colete, Sniper, Mira",90,385,88,62,0,0,1,Legítimo
192.168.236.21,"Drone, Revólver, Fuzil, Sniper",96,203,98,67,0,0,0,Legítimo
192.168.89.32,"Espingarda, Faca, Lança-granadas, Fuzil",91,232,121,31,0,0,0,Legítimo
192.168.132.175,"Explosivo, Metralhadora, Lança-granadas, Espingarda",91,110,120,20,1,0,0,Suspeito
192.168.73.242,"Sniper, Explosivo, Metralhadora, Colete",77,203,30,15,0,0,0,Legítimo
192.168.139.202,"Capacete, GranadaInc, GranadaFumo, Torreta",57,290,95,44,0,0,0,Legítimo
192.168.32.152,"Fuzil, Silenciador, Submetralhadora, Sniper",50,310,102,72,0,1,0,Suspeito
192.168.76.56,"Torreta, Mira, GranadaInc, Revólver",45,341,108,65,0,0,0,Legítimo
192.168.145.215,"Colete, Faca, Submetralhadora, Silenciador",96,220,126,61,0,0,1,Suspeito
192.168.187.133,"GranadaFrag, Sniper, Capacete, Espingarda",78,380,139,88,0,0,0,Legítimo
192.168.158.149,"GranadaFumo, Drone, Lança-granadas, Explosivo",100,72,120,24,0,0,0,Suspeito
192.168.158.16,"Mira, GranadaFrag, Metralhadora, Drone",85,233,28,90,0,0,0,Suspeito
192.168.201.230,"Submetralhadora, Torreta, MedKit, Espingarda",66,218,34,52,0,0,0,Legítimo
192.168.150.63,"Torreta, GranadaFrag, Espingarda, Metralhadora",85,65,121,59,0,0,0,Suspeito
192.168.233.9,"Torreta, Faca, Metralhadora, Submetralhadora",74,96,36,90,0,0,0,Suspeito
192.168.205.216,"GranadaFrag, Fuzil, Pistola, Sniper",96,354,123,57,0,0,0,Legítimo
192.168.156.193,"Torreta, Lança-granadas, Explosivo, Drone",45,161,148,100,0,0,0,Suspeito
192.168.158.80,"Explosivo, Torreta, Faca, GranadaFumo",90,386,29,99,0,0,0,Suspeito
192.168.64.195,"Pistola, Espingarda, Explosivo, MedKit",99,315,43,59,0,1,0,Legítimo
192.168.91.177,"Espingarda, Explosivo, Faca, GranadaInc",63,117,81,98,1,0,0,Suspeito
192.168.106.11,"MedKit, Capacete, Mira, Metralhadora",41,320,47,12,0,0,0,Legítimo
192.168.218.87,"Mira, Lança-granadas, Fuzil, Sniper",43,78,110,96,0,0,0,Suspeito
192.168.194.200,"Faca, Colete, GranadaInc, Fuzil",61,85,69,22,0,0,0,Legítimo
192.168.49.79,"Mira, Pistola, Colete, Torreta",79,88,132,35,0,0,1,Suspeito
192.168.70.183,"Torreta, Fuzil, Pistola, GranadaFumo",95,223,139,38,0,1,0,Suspeito
192.168.200.126,"GranadaInc, Torreta, Pistola, MedKit",93,390,62,82,0,0,0,Legítimo
192.168.251.70,"Capacete, Faca, Drone, Sniper",93,387,42,32,0,0,0,Legítimo
192.168.231.4,"GranadaFrag, GranadaFumo, Revólver, Metralhadora",62,399,123,65,0,0,0,Legítimo
192.168.219.54,"Drone, GranadaInc, GranadaFumo, Capacete",88,310,122,55,0,1,0,Suspeito
192.168.195.9,"Revólver, Espingarda, Metralhadora, Drone",79,110,53,51,0,0,0,Legítimo
192.168.229.177,"GranadaFrag, Torreta, Faca, Drone",99,199,27,71,0,0,0,Suspeito
192.168.178.193,"Torreta, Pistola, Revólver, GranadaFumo",81,142,43,98,0,0,0,Suspeito
192.168.48.187,"Sniper, Silenciador, Drone, Mira",93,94,134,90,0,0,1,Suspeito
192.168.76.83,"Sniper, Mira, GranadaFrag, Revólver",47,85,146,61,0,0,0,Legítimo
192.168.29.119,"Torreta, Drone, GranadaFumo, GranadaFrag",78,152,148,23,0,0,0,Legítimo
192.168.110.151,"Pistola, GranadaFrag, Colete, Drone",87,307,95,20,0,0,0,Legítimo
192.168.184.211,"Revólver, Espingarda, Metralhadora, Faca",44,69,24,89,0,0,0,Suspeito
192.168.226.62,"Fuzil, Faca, Capacete, Colete",69,352,70,19,0,0,0,Legítimo
192.168.201.197,"Fuzil, Capacete, GranadaInc, Faca",43,346,75,22,0,0,0,Legítimo
192.168.103.232,"Espingarda, GranadaFrag, Faca, Lança-granadas",91,234,113,91,0,0,0,Suspeito
192.168.39.20,"Drone, Submetralhadora, Metralhadora, Silenciador",49,344,74,22,0,0,0,Legítimo
192.168.19.42,"Drone, Faca, MedKit, Lança-granadas",91,343,102,6,0,0,0,Legítimo
192.168.241.78,"Lança-granadas, GranadaInc, Revólver, GranadaFrag",50,358,80,80,0,1,0,Legítimo
192.168.158.54,"Colete, Faca, Metralhadora, Espingarda",75,75,129,97,0,0,0,Suspeito
192.168.77.15,"Silenciador, Lança-granadas, Espingarda, Faca",64,366,95,75,0,0,0,Legítimo
192.168.134.15,"Explosivo, Faca, Revólver, Submetralhadora",61,205,56,73,0,0,0,Legítimo
192.168.15.101,"Colete, Revólver, Metralhadora, MedKit",40,271,133,92,0,0,0,Legítimo
192.168.248.217,"Colete, Explosivo, Faca, Revólver",97,292,100,24,0,0,0,Legítimo
192.168.180.47,"Drone, Espingarda, Mira, Fuzil",89,99,89,93,0,0,0,Suspeito
192.168.175.144,"Drone, Lança-granadas, Revólver, GranadaFumo",79,166,28,55,0,0,0,Legítimo
192.168.168.188,"Mira, Colete, Pistola, Revólver",54,110,97,81,0,0,0,Legítimo
192.168.75.215,"Lança-granadas, Explosivo, Espingarda, GranadaInc",66,97,109,53,0,1,0,Suspeito
192.168.164.4,"Fuzil, Revólver, GranadaFumo, Lança-granadas",78,73,60,26,0,1,0,Legítimo
192.168.43.250,"Metralhadora, MedKit, Espingarda, Pistola",96,265,123,4,0,0,0,Legítimo
192.168.30.138,"Explosivo, Faca, MedKit, Pistola",83,332,140,38,0,0,0,Legítimo
192.168.250.106,"Pistola, Fuzil, Revólver, Capacete",74,148,45,13,0,0,0,Legítimo
192.168.29.108,"Colete, Revólver, GranadaFrag, MedKit",45,218,122,63,0,0,0,Legítimo
192.168.225.146,"Revólver, Torreta, Silenciador, GranadaFumo",54,64,64,84,0,0,0,Legítimo
192.168.193.234,"Faca, GranadaInc, Explosivo, Colete",72,109,94,45,0,0,0,Legítimo
192.168.241.146,"Fuzil, Capacete, Explosivo, Metralhadora",59,302,93,9,0,0,0,Legítimo
192.168.7.59,"Colete, Pistola, Sniper, GranadaInc",52,258,142,73,0,0,0,Legítimo
192.168.23.126,"Revólver, Faca, Espingarda, Torreta",55,209,101,97,0,0,0,Legítimo
192.168.203.175,"Torreta, Revólver, Lança-granadas, Colete",71,163,125,83,0,1,0,Suspeito
192.168.212.158,"Fuzil, Faca, Sniper, Silenciador",98,77,123,73,0,1,0,Suspeito
192.168.41.23,"Sniper, GranadaInc, Torreta, GranadaFumo",86,52,41,1,0,0,0,Legítimo
192.168.109.11,"Revólver, Lança-granadas, Submetralhadora, Faca",92,299,32,66,0,0,0,Legítimo
192.168.171.155,"Mira, Faca, Lança-granadas, Pistola",98,221,93,76,0,0,0,Legítimo
192.168.78.4,"GranadaFrag, GranadaFumo, Silenciador, Faca",96,250,81,15,0,0,1,Legítimo
192.168.118.96,"GranadaInc, Revólver, Torreta, Metralhadora",99,381,55,99,0,0,0,Legítimo
192.168.165.56,"GranadaFrag, MedKit, Silenciador, Revólver",55,199,123,96,0,0,0,Suspeito
192.168.149.223,"Metralhadora, Torreta, Lança-granadas, Fuzil",84,279,146,30,0,0,0,Legítimo
192.168.197.177,"GranadaFumo, Fuzil, Silenciador, Colete",44,284,66,83,0,0,1,Legítimo
192.168.157.120,"Faca, Colete, Sniper, GranadaFumo",71,260,66,3,0,0,0,Legítimo
192.168.212.3,"Drone, Pistola, Mira, GranadaInc",76,311,45,11,0,0,0,Legítimo
192.168.234.141,"GranadaInc, Fuzil, Espingarda, Revólver",80,89,103,40,0,0,0,Legítimo
192.168.212.246,"Sniper, Espingarda, Metralhadora, GranadaFumo",84,392,36,88,0,0,0,Suspeito
192.168.138.70,"Pistola, Faca, Torreta, Metralhadora",41,122,47,95,0,0,0,Legítimo
192.168.23.96,"Revólver, Silenciador, Explosivo, GranadaFumo",57,268,125,37,0,0,0,Legítimo
192.168.130.66,"Drone, Capacete, GranadaFrag, Sniper",85,342,92,75,0,0,0,Legítimo
192.168.238.103,"Pistola, Drone, Metralhadora, Torreta",95,157,104,76,0,0,0,Suspeito
192.168.57.223,"Capacete, Silenciador, Metralhadora, Espingarda",58,159,71,34,0,0,0,Legítimo
192.168.35.213,"Submetralhadora, Fuzil, Drone, Lança-granadas",54,138,50,45,0,0,0,Legítimo
192.168.230.219,"GranadaInc, Pistola, Faca, Fuzil",60,314,51,56,0,0,0,Legítimo
192.168.178.132,"Faca, GranadaFumo, Lança-granadas, GranadaFrag",54,96,45,16,0,0,0,Legítimo
192.168.248.52,"Lança-granadas, GranadaInc, Fuzil, Mira",83,64,126,71,0,0,0,Suspeito
192.168.208.34,"GranadaFumo, Metralhadora, Sniper, Colete",72,227,81,90,0,0,0,Legítimo
192.168.155.150,"Mira, Metralhadora, Sniper, GranadaFrag",99,224,101,9,0,0,0,Legítimo
192.168.6.50,"Pistola, Submetralhadora, Sniper, Fuzil",95,264,32,73,0,0,0,Suspeito
192.168.13.154,"Fuzil, Pistola, Metralhadora, Drone",81,87,136,55,0,0,0,Suspeito
192.168.105.249,"GranadaFrag, Lança-granadas, Explosivo, Drone",53,220,34,57,0,1,0,Legítimo
192.168.225.179,"Fuzil, GranadaInc, Sniper, Faca",43,372,62,16,0,0,0,Legítimo
192.168.148.111,"MedKit, Torreta, Drone, Silenciador",71,278,20,30,0,0,0,Legítimo
192.168.48.182,"Capacete, Sniper, Faca, GranadaFumo",44,345,141,95,0,0,0,Legítimo
192.168.41.215,"Fuzil, Explosivo, Espingarda, Torreta",89,278,47,68,0,0,0,Legítimo
192.168.119.124,"Pistola, Sniper, Explosivo, Revólver",43,316,64,30,0,0,0,Legítimo
192.168.211.80,"Capacete, GranadaInc, Explosivo, Fuzil",67,357,144,98,0,1,0,Suspeito
192.168.62.67,"Metralhadora, Submetralhadora, Colete, Explosivo",61,288,36,11,0,1,0,Legítimo
192.168.149.205,"Mira, Lança-granadas, Silenciador, GranadaFumo",76,350,72,55,0,0,0,Legítimo
192.168.172.53,"Silenciador, Submetralhadora, Sniper, GranadaFrag",41,273,120,83,0,1,0,Suspeito
192.168.45.175,"Torreta, GranadaFrag, Silenciador, Lança-granadas",74,301,126,27,0,0,0,Legítimo
192.168.143.227,"Sniper, Faca, Fuzil, GranadaFrag",79,359,90,83,0,0,0,Legítimo
192.168.178.220,"Lança-granadas, Faca, Sniper, GranadaFrag",52,354,112,70,0,0,0,Legítimo
192.168.136.126,"Metralhadora, Drone, Sniper, GranadaInc",85,175,117,39,0,0,0,Suspeito
192.168.187.151,"Mira, Faca, Silenciador, Espingarda",81,147,97,93,0,0,0,Suspeito
192.168.167.171,"Espingarda, Revólver, Torreta, MedKit",91,172,104,38,0,0,0,Suspeito
192.168.14.27,"Revólver, Capacete, Mira, Submetralhadora",61,96,53,91,0,0,0,Legítimo
192.168.10.167,"Drone, GranadaFumo, Revólver, Silenciador",87,234,126,17,0,0,0,Legítimo
192.168.190.48,"Silenciador, Mira, Revólver, Torreta",72,88,111,91,0,0,0,Suspeito
192.168.148.238,"Mira, Submetralhadora, Revólver, Explosivo",42,364,41,0,0,0,0,Legítimo
192.168.86.205,"Sniper, GranadaFumo, Mira, Capacete",84,228,60,3,0,0,0,Legítimo
192.168.34.82,"Drone, Explosivo, Submetralhadora, Lança-granadas",87,60,40,17,0,0,0,Legítimo
192.168.64.29,"Faca, GranadaFumo, GranadaFrag, Espingarda",69,109,59,85,0,0,0,Legítimo
192.168.223.26,"Pistola, Revólver, Capacete, Submetralhadora",44,364,56,26,0,0,0,Legítimo
192.168.238.44,"Explosivo, Lança-granadas, Drone, Torreta",57,336,42,39,0,0,0,Legítimo
192.168.85.160,"Mira, GranadaFumo, Metralhadora, Pistola",85,382,21,65,0,0,0,Legítimo
192.168.182.140,"Faca, Mira, Submetralhadora, Lança-granadas",74,306,133,61,0,1,0,Legítimo
192.168.219.3,"Drone, GranadaInc, Pistola, Revólver",67,356,100,81,0,0,0,Legítimo
192.168.79.157,"GranadaFrag, Drone, Fuzil, Metralhadora",46,185,33,46,0,0,0,Legítimo
192.168.116.117,"MedKit, Silenciador, GranadaInc, Fuzil",78,305,112,18,0,0,0,Legítimo
192.168.109.6,"Fuzil, Mira, Metralhadora, Torreta",61,373,20,81,0,0,0,Legítimo
192.168.210.221,"GranadaFumo, Sniper, GranadaInc, Torreta",62,188,72,3,0,0,0,Legítimo
192.168.18.144,"Faca, MedKit, Sniper, Fuzil",90,377,145,45,0,0,0,Legítimo
192.168.47.12,"Fuzil, Capacete, Silenciador, Mira",57,152,134,14,0,0,0,Legítimo
192.168.109.26,"GranadaInc, Metralhadora, Pistola, Faca",85,186,150,95,0,0,0,Suspeito
192.168.185.101,"Mira, Torreta, Capacete, Explosivo",48,198,145,35,0,0,0,Legítimo
192.168.139.159,"GranadaInc, MedKit, Lança-granadas, Mira",65,156,23,34,0,0,0,Legítimo
192.168.164.222,"Mira, Drone, Explosivo, Silenciador",42,188,142,92,0,0,0,Suspeito
192.168.58.33,"GranadaFrag, Lança-granadas, Metralhadora, Capacete",68,331,132,14,0,0,0,Legítimo
192.168.232.2,"Lança-granadas, Faca, GranadaFrag, Sniper",40,203,74,53,0,0,0,Legítimo
192.168.132.80,"Drone, Explosivo, Fuzil, Sniper",63,171,113,58,0,0,0,Legítimo
192.168.69.32,"Colete, Mira, Torreta, Pistola",66,275,39,26,0,0,1,Legítimo
192.168.230.195,"Lança-granadas, GranadaInc, Drone, Sniper",54,205,73,52,0,0,0,Legítimo
192.168.176.205,"Fuzil, MedKit, GranadaFumo, Revólver",52,144,58,43,0,0,0,Legítimo
192.168.52.234,"Submetralhadora, Capacete, GranadaFrag, Silenciador",81,391,48,1,0,0,0,Legítimo
192.168.88.175,"Faca, Mira, GranadaFumo, GranadaInc",94,378,104,25,0,0,0,Legítimo
192.168.192.44,"Torreta, Revólver, MedKit, Drone",89,219,69,95,0,0,0,Legítimo
192.168.211.189,"Lança-granadas, Submetralhadora, Torreta, Silenciador",77,119,65,97,0,0,0,Legítimo
192.168.138.91,"Revólver, Faca, Pistola, Lança-granadas",94,197,132,99,0,1,0,Suspeito
192.168.52.239,"Sniper, Explosivo, Drone, Pistola",47,151,61,31,0,0,0,Legítimo
192.168.21.85,"Explosivo, Espingarda, GranadaFrag, Metralhadora",41,308,128,49,0,0,0,Legítimo
192.168.178.61,"Mira, GranadaInc, Metralhadora, Silenciador",97,236,81,69,0,0,0,Legítimo
192.168.192.151,"Torreta, Pistola, GranadaFrag, Explosivo",80,174,66,88,0,0,0,Legítimo
192.168.202.110,"Torreta, Revólver, GranadaFumo, Mira",71,275,36,53,0,0,0,Legítimo
192.168.143.97,"Colete, Pistola, GranadaInc, Drone",61,327,110,97,0,0,0,Legítimo
192.168.34.202,"Faca, Colete, Silenciador, GranadaFumo",56,85,41,46,0,0,1,Legítimo
192.168.246.30,"Faca, GranadaFumo, Drone, Espingarda",54,322,136,89,0,0,0,Legítimo
192.168.86.122,"Capacete, Pistola, MedKit, Mira",48,145,78,62,0,0,0,Legítimo
192.168.98.7,"Espingarda, Faca, Silenciador, Lança-granadas",53,305,95,52,0,0,0,Legítimo
192.168.107.35,"Espingarda, Colete, Sniper, Capacete",65,285,60,97,0,0,0,Legítimo
192.168.237.164,"Drone, Explosivo, Faca, Metralhadora",67,159,95,80,0,0,0,Legítimo
192.168.39.61,"GranadaFrag, Capacete, Drone, GranadaInc",87,334,33,78,0,0,0,Suspeito
192.168.67.43,"Fuzil, MedKit, Espingarda, Faca",80,101,91,100,0,0,0,Legítimo
192.168.132.137,"GranadaFrag, Silenciador, Submetralhadora, MedKit",52,163,136,23,0,0,0,Legítimo
192.168.240.191,"Torreta, Faca, Drone, Metralhadora",85,310,89,33,0,0,0,Legítimo
192.168.71.183,"Torreta, Metralhadora, Espingarda, Faca",54,80,142,42,0,0,0,Legítimo
192.168.184.144,"Faca, Sniper, Fuzil, GranadaFumo",87,184,37,23,0,0,0,Suspeito
192.168.186.95,"Submetralhadora, Faca, Revólver, Mira",45,80,45,98,0,0,0,Legítimo
192.168.114.224,"Revólver, Lança-granadas, Colete, Explosivo",89,312,120,64,0,0,0,Legítimo
192.168.42.101,"MedKit, GranadaInc, Sniper, Espingarda",93,143,144,5,0,0,0,Suspeito
192.168.70.2,"Drone, GranadaInc, Sniper, Explosivo",41,281,69,35,0,0,0,Legítimo
192.168.45.239,"GranadaInc, Fuzil, Faca, Espingarda",69,206,38,18,0,0,0,Legítimo
192.168.243.203,"MedKit, GranadaFrag, Faca, Explosivo",62,232,123,89,0,0,0,Legítimo
192.168.126.168,"Drone, Faca, Lança-granadas, Fuzil",85,104,140,28,0,0,0,Suspeito
192.168.116.100,"Revólver, Explosivo, GranadaFumo, Faca",45,280,132,14,0,0,0,Legítimo
192.168.221.129,"Sniper, Drone, Submetralhadora, GranadaFrag",54,392,59,2,0,0,0,Legítimo
192.168.94.126,"GranadaFrag, Revólver, GranadaFumo, Fuzil",83,79,48,8,0,0,0,Legítimo
192.168.195.12,"Sniper, Fuzil, Torreta, Drone",47,308,73,2,0,1,0,Legítimo
192.168.151.18,"Fuzil, Pistola, Sniper, Capacete",99,280,91,39,1,0,0,Legítimo
192.168.88.229,"Submetralhadora, Metralhadora, Drone, Capacete",55,158,125,49,0,0,0,Legítimo
192.168.239.54,"Mira, Sniper, Drone, Submetralhadora",73,147,51,40,0,0,0,Legítimo
192.168.208.242,"Torreta, Fuzil, GranadaInc, Lança-granadas",95,164,55,26,0,0,0,Legítimo
192.168.8.80,"Capacete, GranadaInc, Pistola, Explosivo",88,383,131,19,0,0,0,Legítimo
192.168.182.156,"Capacete, Lança-granadas, Explosivo, Drone",88,252,102,44,0,0,1,Suspeito
192.168.149.96,"Espingarda, Drone, Pistola, Metralhadora",42,52,116,96,0,0,0,Suspeito
192.168.2.228,"Colete, MedKit, Sniper, Explosivo",67,306,145,59,0,0,0,Legítimo
192.168.130.83,"GranadaFrag, Faca, Torreta, GranadaFumo",63,97,105,70,0,0,0,Legítimo
192.168.240.255,"Colete, GranadaFumo, Explosivo, Espingarda",94,263,52,52,0,0,1,Legítimo
192.168.239.134,"Lança-granadas, Torreta, GranadaInc, Drone",57,231,148,19,0,0,0,Legítimo
192.168.86.14,"MedKit, Sniper, Faca, Explosivo",63,137,138,96,0,0,0,Suspeito
192.168.238.45,"Sniper, Mira, GranadaInc, Colete",78,324,125,80,0,0,1,Suspeito
192.168.181.113,"Sniper, Explosivo, Torreta, GranadaInc",88,50,91,51,0,0,0,Legítimo
192.168.35.221,"Fuzil, Silenciador, MedKit, Lança-granadas",58,276,134,39,0,0,0,Legítimo
192.168.208.255,"Drone, Submetralhadora, Pistola, Silenciador",76,112,91,79,0,0,0,Legítimo
192.168.124.220,"GranadaFrag, Revólver, Sniper, Torreta",47,358,63,1,0,1,0,Legítimo
192.168.56.135,"Mira, Silenciador, Fuzil, Revólver",65,317,69,15,0,0,0,Legítimo
192.168.2.193,"Fuzil, Explosivo, GranadaFrag, Revólver",41,94,47,65,0,0,0,Legítimo
192.168.27.62,"Lança-granadas, MedKit, Sniper, Drone",84,143,28,17,0,0,0,Suspeito
192.168.182.148,"Espingarda, Sniper, Drone, Mira",91,238,126,9,0,0,0,Legítimo
192.168.10.183,"GranadaFumo, Explosivo, Metralhadora, Revólver",47,69,59,83,1,0,0,Suspeito
192.168.198.109,"Drone, Torreta, Silenciador, Lança-granadas",81,103,52,56,0,0,0,Legítimo
192.168.28.222,"Colete, Explosivo, Revólver, GranadaFumo",90,94,79,57,0,0,0,Legítimo
192.168.250.58,"Colete, Mira, Espingarda, Lança-granadas",87,203,44,97,0,0,0,Legítimo
192.168.176.251,"Colete, Espingarda, Mira, Revólver",40,366,113,93,0,0,0,Legítimo
192.168.236.106,"Torreta, Silenciador, GranadaFumo, Revólver",83,110,89,71,0,0,0,Suspeito
192.168.145.20,"Explosivo, Drone, Metralhadora, Sniper",51,218,62,89,0,0,0,Legítimo
192.168.47.10,"Fuzil, Silenciador, Submetralhadora, Lança-granadas",92,68,25,94,0,0,0,Suspeito
192.168.202.26,"Sniper, GranadaInc, Drone, Revólver",89,241,112,85,0,0,0,Suspeito
192.168.76.244,"Drone, Submetralhadora, Revólver, Espingarda",65,116,108,63,0,0,0,Legítimo
192.168.163.123,"GranadaFrag, Torreta, Lança-granadas, Silenciador",82,398,46,81,0,0,0,Legítimo
192.168.50.169,"MedKit, Capacete, Torreta, Silenciador",93,109,35,62,0,0,0,Suspeito
192.168.210.37,"Revólver, Metralhadora, Lança-granadas, Capacete",41,51,45,68,0,0,0,Legítimo
192.168.232.143,"MedKit, Fuzil, Sniper, Capacete",94,106,39,39,0,0,0,Suspeito
192.168.164.246,"Revólver, Explosivo, Fuzil, Torreta",82,120,97,6,0,0,0,Legítimo
192.168.32.194,"Explosivo, Espingarda, Submetralhadora, Colete",53,54,108,79,0,0,0,Suspeito
192.168.154.96,"Pistola, GranadaFrag, Metralhadora, Drone",85,129,36,70,0,1,0,Suspeito
192.168.110.3,"Submetralhadora, Fuzil, Colete, Espingarda",64,254,128,59,0,0,0,Legítimo
192.168.240.241,"Submetralhadora, Mira, Torreta, Fuzil",42,187,135,87,0,0,0,Suspeito
192.168.251.214,"MedKit, GranadaFrag, Silenciador, Colete",75,275,84,41,0,0,0,Legítimo
192.168.168.150,"Silenciador, Faca, Torreta, GranadaFrag",77,391,20,25,0,1,0,Legítimo
192.168.194.244,"Torreta, Drone, Revólver, Sniper",87,81,108,54,0,0,0,Suspeito
192.168.58.24,"Metralhadora, Fuzil, MedKit, Revólver",81,187,129,79,0,0,0,Suspeito
192.168.91.69,"Pistola, Silenciador, Fuzil, Drone",53,292,42,54,0,0,0,Legítimo
192.168.73.81,"MedKit, Drone, Mira, Pistola",65,174,140,71,0,1,0,Suspeito
192.168.99.119,"Capacete, Mira, Silenciador, Fuzil",97,53,102,64,0,0,0,Suspeito
192.168.116.233,"Silenciador, Faca, Capacete, Sniper",71,295,78,48,0,0,0,Legítimo
192.168.45.215,"MedKit, Colete, Capacete, Metralhadora",95,391,28,35,0,0,0,Legítimo
192.168.98.246,"Silenciador, Sniper, Pistola, Capacete",46,398,42,39,0,0,0,Legítimo
192.168.239.90,"Submetralhadora, Silenciador, Mira, GranadaFrag",76,169,20,39,0,0,0,Legítimo
192.168.131.31,"Submetralhadora, Silenciador, Sniper, Colete",45,155,130,15,0,0,1,Suspeito
192.168.235.121,"Silenciador, Mira, Espingarda, GranadaInc",91,296,138,5,0,0,0,Legítimo
192.168.15.61,"Submetralhadora, GranadaInc, Mira, Metralhadora",77,352,42,90,0,0,0,Legítimo
192.168.22.76,"GranadaFumo, Espingarda, Mira, Torreta",64,328,37,42,0,0,0,Legítimo
192.168.156.45,"Espingarda, Submetralhadora, Metralhadora, Faca",72,255,43,78,0,0,0,Legítimo
